"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WDC2AB9R","journalArticle","2013","Galles, David and Pearl, Judea","Testing Identifiability of Causal Effects","arXiv","","","https://doi.org/10.48550/arXiv.1302.4948","","This paper concerns the probabilistic evaluation of the effects of actions in the presence of unmeasured variables. We show that the identification of causal effect between a singleton variable X and a set of variables Y can be accomplished systematically, in time polynomial in the number of variables in the graph. When the causal effect is identifiable, a closed-form expression can be obtained for the probability that the action will achieve a specified goal, or a set of goals.","2013-02","2023-11-27 20:41:46","2023-11-27 20:45:03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3MLEVZQL","journalArticle","2021","Zhu, Yaqian and Hubbard, Rebecca A. and Chubak, Jessica and Roy, Jason and Mitra, Nandita","Core Concepts in Pharmacoepidemiology: Violations of the Positivity Assumption in the Causal Analysis of Observational Data: Consequences and Statistical Approaches","Pharmacoepidemiol Drug Saf.","","","https://doi.org/10.1002/pds.5338","","In the causal analysis of observational data, the positivity assumption requires that all treatments of interest be observed in every patient subgroup. Violations of this assumption are indicated by nonoverlap in the data in the sense that patients with certain covariate combinations are not observed to receive a treatment of interest, which may arise from contraindications to treatment or small sample size. In this paper, we emphasize the importance and implications of this often-overlooked assumption. Further, we elaborate on the challenges nonoverlap poses to estimation and inference and discuss previously proposed methods. We distinguish between structural and practical violations and provide insight into which methods are appropriate for each. To demonstrate alternative approaches and relevant considerations (including how overlap is defined and the target population to which results may be generalized) when addressing positivity violations, we employ an electronic health record-derived data set to assess the effects of metformin on colon cancer recurrence among diabetic patients.","2021","2023-11-27 21:06:09","2023-11-27 21:08:41","","1471-1485","","11","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7MD2PCD2","book","2022","Pearl, Judea and Geffner, Hector and Dechter, Rina and Halpern, Joseph Y.","Probabilistic and Causal Inference: The Works of Judea Pearl","","978-1-4503-9586-1","","","https://doi.org/10.1145/3501714","Professor Judea Pearl won the 2011 Turing Award “for fundamental contributions to artificial intelligence through the development of a calculus for probabilistic and causal reasoning.” This book contains the original articles that led to the award, as well as other seminal works, divided into four parts: heuristic search, probabilistic reasoning, causality, first period (1988–2001), and causality, recent period (2002–2020). Each of these parts starts with an introduction written by Judea Pearl. The volume also contains original, contributed articles by leading researchers that analyze, extend, or assess the influence of Pearl’s work in different fields: from AI, Machine Learning, and Statistics to Cognitive Science, Philosophy, and the Social Sciences. The first part of the volume includes a biography, a transcript of his Turing Award Lecture, two interviews, and a selected bibliography annotated by him.","2022-03","2023-12-01 15:09:54","2023-12-01 15:12:46","","","","","36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C6R5Q6SV","journalArticle","2023","R White, Ian and Pham, Tra My and Quartagno, Matteo and Morris, Tim P","How to check a simulation study","International Journal of Epidemiology","","","https://doi.org/10.1093/ije/dyad134","","Simulation studies are powerful tools in epidemiology and biostatistics, but they can be hard to conduct successfully. Sometimes unexpected results are obtained. We offer advice on how to check a simulation study when this occurs, and how to design and conduct the study to give results that are easier to check. Simulation studies should be designed to include some settings in which answers are already known. They should be coded in stages, with data-generating mechanisms checked before simulated data are analysed. Results should be explored carefully, with scatterplots of standard error estimates against point estimates surprisingly powerful tools. Failed estimation and outlying estimates should be identified and dealt with by changing data-generating mechanisms or coding realistic hybrid analysis procedures. Finally, we give a series of ideas that have been useful to us in the past for checking unexpected results. Following our advice may help to prevent errors and to improve the quality of published simulation studies.","2023","2024-01-22 19:15:09","2024-01-22 19:17:07","","1-7","","","00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HLQFQ7H3","journalArticle","2019","Morris, Tim P and White, Ian R and Crowther, Michael J","Using simulation studies to evaluate statistical methods","Statistics in Medicine","","","https://doi.org/10.1002/sim.8086","","Simulation studies are computer experiments that involve creating data by pseudo-random sampling. A key strength of simulation studies is the ability to understand the behavior of statistical methods because some “truth” (usually some parameter/s of interest) is known from the process of generating the data. This allows us to consider properties of methods, such as bias. While widely used, simulation studies are often poorly designed, analyzed, and reported. This tutorial outlines the rationale for using simulation studies and offers guidance for design, execution, analysis, reporting, and presentation. In particular, this tutorial provides a structured approach for planning and reporting simulation studies, which involves defining aims, data-generating mechanisms, estimands, methods, and performance measures (“ADEMP”); coherent terminology for simulation studies; guidance on coding simulation studies; a critical discussion of key performance measures and their estimation; guidance on structuring tabular and graphical presentation of results; and new graphical presentations. With a view to describing recent practice, we review 100 articles taken from Volume 34 of Statistics in Medicine, which included at least one simulation study and identify areas for improvement.","2019-01","2024-01-22 19:17:09","2024-01-22 19:19:35","","2074-2102","","11","38","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4DRN842","journalArticle","1993","Maldonado, George and Greenland, Sander","Simulation Study of Confounder-Selection Strategies","American Journal of Epidemiology","","","https://doi.org/10.1093/oxfordjournals.aje.a116813","","In the absence of prior knowledge about population relations, investigators frequently employ a strategy that uses the data to help them decide whether to adjust for a variable. The authors compared the performance of several such strategies for fitting multipli- cative Poisson regression models to cohort data: 1) the ""change-in-estimate"" strategy, in which a variable is controlled if the adjusted and unadjusted estimates differ by some important amount; 2) the ""significance-test-of-the-covariate"" strategy, in which a variable is controlled if its coefficient is significantly different from zero at some predetermined significance level; 3) the ""significance-test-of-the-difference"" strategy, which tests the difference between the adjusted and unadjusted exposure coefficients; 4) the ""equiva- lence-test-of-the-difference"" strategy, which significance-tests the equivalence of the adjusted and unadjusted exposure coefficients; and 5) a hybrid strategy that takes a weighted average of adjusted and unadjusted estimates. Data were generated from 8,100 population structures at each of several sample sizes. The performance of the different strategies was evaluated by computing bias, mean squared error, and cover- age rates of confidence intervals. At least one variation of each strategy that was ex- amined performed acceptably. The change-in-estimate and equivalence-test-of-the- difference strategies performed best when the cut-point for deciding whether crude and adjusted estimates differed by an important amount was set to a low value (10%). The significance test strategies performed best when the alpha level was set to much higher than conventional levels (0.20).","1993","2024-01-29 13:38:35","2024-01-29 14:46:36","","923-936","","11","138","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LP9K29VK","journalArticle","2007","MacKinnon, David P. and Fairchild, Amanda J. and Fritz, Matthew S.","Mediation Analysis","Annual Review of Psychology","","","https://doi.org/10.1146/annurev.psych.58.110405.085542","","Mediating variables are prominent in psychological theory and re- search. A mediating variable transmits the effect of an independent variable on a dependent variable. Differences between mediating variables and confounders, moderators, and covariates are outlined. Statistical methods to assess mediation and modern comprehensive approaches are described. Future directions for mediation analysis are discussed.","2007","2024-01-29 13:41:09","2024-01-29 14:06:39","","593-614","","","58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKE3JRDW","journalArticle","2012","Eklund, Martin and Zwanzig, Silvelyn","SimSel: a new simulation method for variable selection","Journal of Statistical Computation and Simulation","","","https://doi.org/10.1080/00949655.2010.543981","","We propose a new simulation method, SimSel, for variable selection in linear and nonlinear modelling problems. SimSel works by disturbing the input data with pseudo-errors. We then study how this disturbance affects the quality of an approximative model fitted to the data. The main idea is that disturbing unimportant variables does not affect the quality of the model fit. The use of an approximative model has the advantage that the true underlying function does not need to be known and that the method becomes insensitive to model misspecifications. We demonstrate SimSel on simulated data from linear and nonlinear models and on two real data sets. The simulation studies suggest that SimSel works well in complicated situations, such as nonlinear errors-in-variable models","2012","2024-01-29 13:42:55","2024-01-29 13:44:43","","515-527","","4","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DUP25A6Z","journalArticle","2016","VanderWeele, Tyler J.","Mediation Analysis: A Practitioner’s Guide","Annual Review of Public Health","","","https://doi.org/10.1146/annurev-publhealth-032315-021402","","This article provides an overview of recent developments in mediation anal- ysis, that is, analyses used to assess the relative magnitude of different path- ways and mechanisms by which an exposure may affect an outcome. Tra- ditional approaches to mediation in the biomedical and social sciences are described. Attention is given to the confounding assumptions required for a causal interpretation of direct and indirect effect estimates. Methods from the causal inference literature to conduct mediation in the presence of exposure- mediator interactions, binary outcomes, binary mediators, and case-control study designs are presented. Sensitivity analysis techniques for unmeasured confounding and measurement error are introduced. Discussion is given to extensions to time-to-event outcomes and multiple mediators. Further flex- ible modeling strategies arising from the precise counterfactual definitions of direct and indirect effects are also described. The focus throughout is on methodology that is easily implementable in practice across a broad range of potential applications.","2016","2024-01-29 13:45:01","2024-01-29 13:46:15","","17-32","","","37","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PTB59TS5","journalArticle","2021","Many","Sharing ICU Patient Data Responsibly Under the Society of Critical Care Medicine/European Society of Intensive Care Medicine Joint Data Science Collaboration: The Amsterdam University Medical Centers Database (AmsterdamUMCdb) Example*","Critical Care Medicine","","","https://doi.org/10.1097/CCM.0000000000004916","","OBJECTIVES:  Critical care medicine is a natural environment for machine learning approaches to improve outcomes for critically ill patients as admissions to ICUs generate vast amounts of data. However, technical, legal, ethical, and privacy concerns have so far limited the critical care medicine community from making these data readily available. The Society of Critical Care Medicine and the European Society of Intensive Care Medicine have identified ICU patient data sharing as one of the priorities under their Joint Data Science Collaboration. To encourage ICUs worldwide to share their patient data responsibly, we now describe the development and release of Amsterdam University Medical Centers Database (AmsterdamUMCdb), the first freely available critical care database in full compliance with privacy laws from both the United States and Europe, as an example of the feasibility of sharing complex critical care data. SETTING:  University hospital ICU. SUBJECTS:  Data from ICU patients admitted between 2003 and 2016. INTERVENTIONS:  We used a risk-based deidentification strategy to maintain data utility while preserving privacy. In addition, we implemented contractual and governance processes, and a communication strategy. Patient organizations, supporting hospitals, and experts on ethics and privacy audited these processes and the database. MEASUREMENTS AND MAIN RESULTS:  AmsterdamUMCdb contains approximately 1 billion clinical data points from 23,106 admissions of 20,109 patients. The privacy audit concluded that reidentification is not reasonably likely, and AmsterdamUMCdb can therefore be considered as anonymous information, both in the context of the U.S. Health Insurance Portability and Accountability Act and the European General Data Protection Regulation. The ethics audit concluded that responsible data sharing imposes minimal burden, whereas the potential benefit is tremendous. CONCLUSIONS:  Technical, legal, ethical, and privacy challenges related to responsible data sharing can be addressed using a multidisciplinary approach. A risk-based deidentification strategy, that complies with both U.S. and European privacy regulations, should be the preferred approach to releasing ICU patient data. This supports the shared Society of Critical Care Medicine and European Society of Intensive Care Medicine vision to improve critical care outcomes through scientific inquiry of vast and combined ICU datasets.","2021-06","2024-01-29 13:46:35","2024-01-29 13:50:08","","e563-e577","","6","49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KRLK5BZ6","journalArticle","2021","Hu, Liangyuan and Joyce Lin, Jung-Yi and Ji, Jiayi","Variable selection with missing data in both covariates and outcomes: Imputation and machine learning","Statistical Methods in Medical Research","","","https://doi.org/10.1177/09622802211046385","","Variable selection in the presence of both missing covariates and outcomes is an important statistical research topic. Parametric regression are susceptible to misspecification, and as a result are sub-optimal for variable selection. Flexible machine learning methods mitigate the reliance on the parametric assumptions, but do not provide as naturally defined variable importance measure as the covariate effect native to parametric models. We investigate a general variable selection approach when both the covariates and outcomes can be missing at random and have general missing data pat- terns. This approach exploits the flexibility of machine learning models and bootstrap imputation, which is amenable to nonparametric methods in which the covariate effects are not directly available. We conduct expansive simulations investigating the practical operating characteristics of the proposed variable selection approach, when combined with four tree-based machine learning methods, extreme gradient boosting, random forests, Bayesian additive regression trees, and conditional random forests, and two commonly used parametric methods, lasso and backward stepwise selection. Numeric results suggest that, extreme gradient boosting and Bayesian additive regression trees have the overall best variable selection performance with respect to the F1 score and Type I error, while the lasso and backward stepwise selection have subpar performance across various settings. There is no significant difference in the variable selection per- formance due to imputation methods. We further demonstrate the methods via a case study of risk factors for 3-year incidence of metabolic syndrome with data from the Study of Women’s Health Across the Nation.","2021","2024-01-29 13:50:20","2024-01-29 13:53:26","","2651-2671","","12","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4IWQYGQ","journalArticle","2023","Tipton, Elizabeth and Mamakos, Michalis","Designing Randomized Experiments to Predict Unit-Specific Treatment Effects","arXiv","","","https://doi.org/10.48550/arXiv.2310.18500","","Typically, a randomized experiment is designed to test a hypothesis about the average treatment effect and sometimes hypotheses about treatment effect variation. The results of such a study may then be used to inform policy and practice for units not in the study. In this paper, we argue that given this use, randomized experiments should instead be designed to predict unit-specific treatment effects in a well-defined population. We then consider how different sampling processes and models affect the bias, variance, and mean squared prediction error of these predictions. The results indicate, for example, that problems of generalizability — differences between samples and populations — can greatly affect bias both in predictive models and in measures of error in these models. We also examine when the average treatment effect estimate outperforms unit-specific treatment effect predictive models and implications of this for planning studies.","2023","2024-01-29 13:53:28","2024-01-29 13:55:41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3XYDTE3E","journalArticle","2023","Many","Facilitators and barriers to community pharmacy PrEP delivery: A scoping review","medRxiv","","","https://doi.org/10.1101/2023.10.06.23296672","","Introduction Pre-exposure prophylaxis (PrEP) is an effective medication to reduce the risk of acquiring HIV. PrEP is available free of charge in the United Kingdom from sexual health clinics. Expanding PrEP delivery to community pharmacies holds promise and aligns with UK government goals to eliminate new cases of HIV by 2030. The aim of this scoping review was to describe the existing evidence about the barriers to and facilitators of community pharmacy PrEP delivery, for pharmacists and pharmacy clients, as aligned with the Capacity Opportunity, Motivation Behaviour (COM-B) Model. Methods Five bibliographic and five review databases were searched from inception to August 2023. Literature of any study design was included if it discussed barriers and facilitators of community pharmacy PrEP delivery. Trial registrations, protocols and news articles were excluded. Results A total of 649 records were identified, 73 full texts were reviewed, and 56 met the inclusion criteria. Most of the included literature was original research (55%), from the United States of America (77%) conducted during or after the year 2020 (63%). Barriers to PrEP delivery for pharmacists included lack of knowledge, training and skills (capability), not having the necessary facilities (opportunity), concern about the costs of PrEP and believing that PrEP use could lead to risk behaviour’s and STIs (motivation). Facilitators included staff training (capability), time, the right facilities (opportunity), believing PrEP could be a source of profit and could reduce new HIV infections (motivation). For clients, barriers included lack of PrEP awareness (capability), pharmacy facilities (opportunity) and not considering pharmacists as healthcare providers (motivation). Facilitators included awareness of PrEP and pharmacist’s training to deliver it (capability), the accessibility of pharmacies (opportunity) and having an interest in PrEP (motivation). Conclusion To effectively enhance PrEP delivery in UK community pharmacies, the identified barriers and facilitators should be explored for relevance in the UK and subsequently addressed and leveraged at the pharmacy team, client and care pathway level. By comprehensively considering all aspects of the COM-B framework, community pharmacies could become crucial providers in expanding PrEP accessibility, contributing significantly to HIV prevention efforts.","2023","2024-01-29 13:56:50","2024-01-29 13:58:55","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VJJMR4A4","journalArticle","2023","Nyberg, Joakim and Jonsson, E. Niclas and Karlsson, Mats O. and Häggström, Jonas","Properties of the full random-effect modeling approach with missing covariate data","Statistics in Medicine","","","https://doi.org/10.1002/sim.9979","","During drug development, a key step is the identification of relevant covari- ates predicting between-subject variations in drug response. The full random effects model (FREM) is one of the full-covariate approaches used to identify rel- evant covariates in nonlinear mixed effects models. Here we explore the ability of FREM to handle missing (both missing completely at random (MCAR) and missing at random (MAR)) covariate data and compare it to the full fixed-effects model (FFEM) approach, applied either with complete case analysis or mean imputation. A global health dataset (20 421 children) was used to develop a FREM describing the changes of height for age Z-score (HAZ) over time. Simu- lated datasets (n = 1000) were generated with variable rates of missing (MCAR) covariate data (0%-90%) and different proportions of missing (MAR) data con- dition on either observed covariates or predicted HAZ. The three methods were used to re-estimate model and compared in terms of bias and precision which showed that FREM had only minor increases in bias and minor loss of precision at increasing percentages of missing (MCAR) covariate data and performed sim- ilarly in the MAR scenarios. Conversely, the FFEM approaches either collapsed at ≥70% of missing (MCAR) covariate data (FFEM complete case analysis) or had large bias increases and loss of precision (FFEM with mean imputation). Our results suggest that FREM is an appropriate approach to covariate model- ing for datasets with missing (MCAR and MAR) covariate data, such as in global health studies.","2023","2024-01-29 13:58:57","2024-01-29 14:02:58","","1-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3IMACNKJ","journalArticle","2023","Many","Simulation Studies for Methodological Research in Psychology: A Standardized Template for Planning, Preregistration, and Reporting","PsyArXiv","","","https://doi.org/10.31234/osf.io/ufgy6","","Simulation studies are widely used for evaluating the performance of statistical methods in psychology. However, the quality of simulation studies can vary widely in terms of their design, execution, and reporting. In order to assess the quality of typical simulation studies in psychology, we reviewed 321 articles published in Psychological Methods, Behavioral Research Methods, and Multivariate Behavioral Research in 2021 and 2022, among which 100/321 = 31.2% report a simulation study. We find that many articles do not provide complete and transparent information about key aspects of the study, such as justifications for the number of simulation repetitions, Monte Carlo uncertainty estimates, or code and data to reproduce the simulation studies. To address this problem, we provide a summary of the ADEMP (Aims, Data-generating mechanism, Estimands and other targets, Methods, Performance measures) design and reporting framework from Morris, White, and Crowther (2019) adapted to simulation studies in psychology. Based on this framework, we provide ADEMP-PreReg, a step-by-step template for researchers to use when designing, potentially preregistering, and reporting their simulation studies. We give formulae for estimating common performance measures, their Monte Carlo standard errors, and for calculating the number of simulation repetitions to achieve a desired Monte Carlo standard error. Finally, we give a detailed tutorial on how to apply the ADEMP framework in practice using an example simulation study on the evaluation of methods for the analysis of pre–post measurement experiments.","2023","2024-01-29 14:02:59","2024-01-29 14:04:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AAIA9TFL","document","2024","Sloane, Neil J. A. and The OEIS Foundation Inc.","A003024: Number of acyclic digraphs (or DAGs) with n labeled nodes","","","","","https://oeis.org/A003024","","2024","2024-02-01 09:05:45","2024-02-01 09:09:59","2024-02-01","","","","","","","","","","","","The on-line encyclopedia of integer sequences","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FNLG6TXM","book","1976","Little, Charles H. C.","Combinatorial Mathematics V: Proceedings of the Fifth Australian Conference, Held at the Royal Melbourne Institute of Technology","","978-3-540-08524-9","","","https://doi.org/10.1007/BFb0069176","","1976-08-24","2024-02-01 09:51:32","2024-02-01 10:01:11","","","","","622","","","","Lecture Notes in Mathematics (LNM)","","","","Springer Berlin, Heidelberg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FSXC9W2Z","journalArticle","1977","Robinson, R. W.","Counting unlabeled acyclic digraphs","Combinatorial Mathematics V. Lecture Notes in Mathematics","","","https://doi.org/10.1007/BFb0069178","","The previously known ways to count acyclic digraphs, both labeled and unlabeled, are reviewed. Then a new method of enumerating unlabeled acyclic digraphs is developed. It involves computing the sum of the cyclic indices of the automorphism groups of the acyclic digraphs, achieving a considerable gain in efficiency through an application of the inclusion-exclusion principle. Numerical results are reported on, and a table of the numbers of unlabeled acyclic digraphs on up to 18 points is included.","1977","2024-02-01 09:55:52","2024-02-01 09:59:18","","","","","622","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9LI4Z2PQ","journalArticle","2023","Zuo, Shuozhi and Ghosh, Debashis and Ding, Peng and Yang, Fan","Mediation analysis with the mediator and outcome missing not at random","arXiv","","","https://doi.org/10.48550/arXiv.2212.05577","","Mediation analysis is widely used for investigating direct and indirect causal path- ways through which an effect arises. However, many mediation analysis studies are challenged by missingness in the mediator and outcome. In general, when the medi- ator and outcome are missing not at random, the direct and indirect effects are not identifiable without further assumptions. In this work, we study the identifiability of the direct and indirect effects under some interpretable mechanisms that allow for missing not at random in the mediator and outcome. We evaluate the performance of statistical inference under those mechanisms through simulation studies and illustrate the proposed methods via the National Job Corps Study.","2023-09","2024-02-05 13:57:57","2024-02-05 14:01:10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTM4HUIH","journalArticle","2009","Koehler, Elizabeth and Brown, Elizabeth and Haneuse, Sebastien J-P A.","On the Assessment of Monte Carlo Error in Simulation-Based Statistical Analyses","American Statistical Association","","","https://doi.org/10.1198/tast.2009.0030","","Statistical experiments, more commonly referred to as Monte Carlo or simulation studies, are used to study the behavior of statistical methods and measures under controlled situations. Whereas recent computing and methodological advances have permitted increased efficiency in the simulation process, known as variance reduction, such experiments remain limited by their finite nature and hence are subject to uncertainty; when a simulation is run more than once, different results are obtained. However, virtually no emphasis has been placed on reporting the uncertainty, referred to here as Monte Carlo error, associated with simulation results in the published literature, or on justifying the number of replications used. These deserve broader consideration. Here we present a series of simple and practical methods for estimating Monte Carlo error as well as determining the number of replications required to achieve a desired level of accuracy. The issues and methods are demonstrated with two simple examples, one evaluating operating characteristics of the maximum likelihood estimator for the parameters in logistic regression and the other in the context of using the bootstrap to obtain 95% confidence intervals. The results suggest that in many settings, Monte Carlo error may be more substantial than traditionally thought.","2009-05","2024-02-05 14:01:12","2024-02-05 14:05:06","","155-162","","2","63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BVHJRCX","book","","Kalos, Malvin H. and Whitlock, Paula A.","Monte Carlo Methods. Second Edition.","","978-3-527-40760-6","","","https://doi.org/10.1002/9783527626212","","","2024-02-05 14:10:01","2024-02-05 14:14:17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z59VSDR4","journalArticle","2010","Renaud, Olivier and Victoria-Feser, Maria-Pia","A robust coefficient of determination for regression","Journal of Statistical Planning and Inference","","","http://doi.org/10.1016/j.jspi.2010.01.008","","To assess the quality of the fit in a multiple linear regression, the coefficient of determination or R2 is a very simple tool, yet the most used by practitioners. Indeed, it is reported in most statistical analyzes, and although it is not recommended as a final model selection tool, it provides an indication of the suitability of the chosen explanatory variables in predicting the response. In the classical setting, it is well known that the least-squares fit and coefficient of determination can be arbitrary and/or misleading in the presence of a single outlier. In many applied settings, the assumption of normality of the errors and the absence of outliers are difficult to establish. In these cases, robust procedures for estimation and inference in linear regression are available and provide a suitable alternative. In this paper we present a companion robust coefficient of determination that has several desirable properties not shared by others. It is robust to deviations from the specified regression model (like the presence of outliers), it is efficient if the errors are normally distributed, it does not make any assumption on the distribution of the explanatory variables (and therefore no assumption on the unconditional distribution of the responses). We also show that it is a consistent estimator of the population coefficient of determination. A simulation study and two real datasets support the appropriateness of this estimator, compared with classical (least-squares) and several previously proposed robust R2 , even for small sample sizes.","2010","2024-02-05 15:16:57","2024-02-05 15:19:29","","1852-1862","","","140","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9TMXBZ2","journalArticle","2022","Chen, Hua Yun and Li, Hesen and Argos, Maria and Persky, Victoria W. and Turyk, Mary E.","Statistical Methods for Assessing the Explained Variation of a Health Outcome by a Mixture of Exposures","International Journal of Environmental Research and Public Health","","","https://doi.org/10.3390/ijerph19052693","","Exposures to environmental pollutants are often composed of mixtures of chemicals that can be highly correlated because of similar sources and/or chemical structures. The effect of an individual chemical on a health outcome can be weak and difficult to detect because of the relatively low level of exposures to many environmental pollutants. To tackle the challenging problem of assessing the health risk of exposure to a mixture of environmental pollutants, we propose a statistical approach to assessing the proportion of the variation of an outcome explained by a mixture of pollutants. The proposed approach avoids the difficult task of identifying specific pollutants that are responsible for the effects and may also be used to assess interactions among exposures. Extensive simulation results demonstrate that the proposed approach has very good performance. Application of the proposed approach is illustrated by investigating the main and interaction effects of the chemical pollutants on systolic and diastolic blood pressure in participants from the National Health and Nutrition Examination Survey.","2022","2024-02-05 15:19:30","2024-02-05 15:22:56","","2693","","5","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ARCT8Y5T","journalArticle","2017","Linderman, George C. and Rachh, Manas and Hoskins, Jeremy G. and Steinberger, Stefan and Kluger, Yuval","Efficient Algorithms for t-distributed Stochastic Neighborhood Embedding","arXiv","","","","","t-distributed Stochastic Neighborhood Embedding (t-SNE) is a method for dimensionality reduction and visualization that has become widely popular in recent years. Efficient implementations of t-SNE are available, but they scale poorly to datasets with hundreds of thousands to millions of high dimensional data-points. We present Fast Fourier Transform-accelerated Interpolation-based t-SNE (FIt-SNE), which dramatically accelerates the computation of t-SNE. The most time-consuming step of t-SNE is a convolution that we accelerate by interpolating onto an equispaced grid and subsequently using the fast Fourier transform to perform the convolution. We also optimize the computation of input similarities in high dimensions using multi-threaded approximate nearest neighbors. We further present a modification to t-SNE called ""late exaggeration,"" which allows for easier identification of clusters in t-SNE embeddings. Finally, for datasets that cannot be loaded into the memory, we present out-of-core randomized principal component analysis (oocPCA), so that the top principal components of a dataset can be computed without ever fully loading the matrix, hence allowing for t-SNE of large datasets to be computed on resource-limited machines.","2017-12","2024-02-22 17:09:25","2024-02-22 17:12:16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
